"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00248","GB0613A","","Manchester Piccadilly","Urban Background","Greater Manchester Urban Area","1995-12-18","","53.481520","-2.237881","398337.36","384310.87","57","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self contained air conditioned housing in the west-end of central Manchester in a pedestrianised zone approx 3 metres from (electric) tramline. The nearest major road, the A5103 Portland Street is approximately 200 metres from the station. The surrounding area is generally open with commercial property. The site can be exposed to short term pollution events related to nearby food stalls or if events occur in the square."
"UKA00617","GB1058A","","Manchester Sharston","Suburban Industrial","Greater Manchester Urban Area","2016-01-27","","53.371722","-2.238917","386122.30","384201.20","67","Automatic Urban and Rural Monitoring Network (AURN)","","Site located in a field under the north eastern approach to Manchester Airport.  Site is on the Eastern edge of Sharston, 40m from the nearest road and 1.5km from the edge of runway 23."
"UKA01050","GB1492A","","Mansfield Ladybrook","Urban Background","East Midlands","2024-09-17","","53.145302","-1.208302","361198.95","453051.00","120","Automatic Urban and Rural Monitoring Network (AURN)","","Grassed open area in a housing estate, in the Ladybrook area of Mansfield to the west of the city centre. Residential surroundings."
"UKA00962","GB1404A","","Margam Youth Centre","Urban Industrial","Swansea Urban Area","2023-01-01","","51.573158","-3.759472","187499.60","278163.30","","PAH Digitel (solid phase)","","The monitoring equipment is caged in the grounds of a Margam Youth Centre on Groeswen Playing Fields. The site is approximately 40m from the residential properties located on Knights road and around 150m from the A48 which is the nearest main road. The M4 is approximately 500 metres to the north east and the steel works site and associated operations is to the west and south west."
"UKA00638","GB1079R","","May Moss","Rural Background","Yorkshire & Humberside","2016-11-01","","54.350708","-0.647959","495861.04","487976.87","254","UKEAP: National Ammonia Monitoring Network","",""
"UKA00220","GB0583A","","Middlesbrough","Urban Background","Teesside Urban Area","1993-01-01","","54.569297","-1.220874","519620.54","450470.86","10","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing. The site is located within the grounds of Brekon Hill Community Centre in a residential area approximately 1 kilometre south-east of Middlesbrough town centre. The nearest road is a minor road approximately 5 metres from the station. The A66 and a small fuel refinery are approximately 400 metres to the north. The surrounding area is generally residential and comprises an urban background setting with dockside industry to the north."
"UKA01051","GB1493A","","Middlewich St Michael's Way","Urban Traffic","North West & Merseyside","2024-11-13","","53.194019","-2.447951","366419.90","370169.30","30","Automatic Urban and Rural Monitoring Network (AURN)","","Verge of St Michael's Way in residential area of Middlewich, Cheshire."
"UKA00963","GB1405A","","Milton Keynes Civic Centre","Urban Background","South East","2023-03-01","","52.044076","-0.761013","239133.10","485071.30","113","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background location in gardens of Milton Keynes Civic Centre."
"UKA00941","GB1383R","","Moninea Bog","Rural Background","Northern Ireland","2022-04-01","","54.140000","-7.560000","485870.70","37034.63","56","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA00639","GB1080R","","Monks Wood","Rural Background","Eastern","2016-11-01","","52.400993","-0.238398","279568.42","519947.12","43","UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA00357","GB0058R","GB0124R","Moorhouse","Rural Background","North West & Merseyside","1997-09-10","","54.690133","-2.376928","532853.05","375800.28","570","UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA00935","GB1377R","GB1377R","Mottey Meadows","Rural Background","West Midlands","2021-04-01","","52.713143","-2.242081","312858.97","383743.03","99.37","UKEAP: National Ammonia Monitoring Network","",""
"UKA00356","GB0164R","GB0164R","Myerscough","Rural Background","North West & Merseyside","1997-09-08","","53.852242","-2.766765","439829.32","349657.63","17","UKEAP: National Ammonia Monitoring Network","",""
"UKA00323","GB0043R","GB0043R","Narberth","Rural Background","South Wales","1997-01-20","","51.782616","-4.692370","212758.15","214380.66","160","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","","The monitoring station is within a self-contained, air conditioned housing located at the edge of a field adjacent to a hedgerow. A quiet rural road runs to the west of the site at a distance of approximately 150 metres. The nearest main road is the B4314 at a distance of 100 metres from the site. The manifold inlet is approximately 5 metres from the nearest obstruction. The surrounding area is open and comprises fields with a small amount of light industry and farming at distances of up to 0.5 - 1.8 kilometres distance."
"UKA00213","GB0568A","","Newcastle Centre","Urban Background","Tyneside","1992-03-08","","54.978250","-1.610528","564918.47","425026.15","45","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing located approximately 20 metres from the B1307 and 180 metres away from a major through road of the city, the B1318 Great North Road. The surrounding area is generally open with a private car park and a grassed area in the immediate vicinity of the monitoring station. "
"UKA00528","GB0927A","","Newcastle Cradlewell Roadside","Urban Traffic","Tyneside","2008-03-10","","54.986405","-1.595362","565831.48","425991.60","42","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is located within a self contained, air conditioned housing on the junction of the A1058 dual carriageway,   Jesmond Road and Deuchar Street. The surrounding area comprises of residential and commercial premises.  The monitoring station is located approximately 3 metres from the kerb."
"UKA00380","GB0962A","","Newport","Urban Background","South Wales","1999-01-01","","51.601203","-2.977281","189604.01","332410.02","24","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is located in a self contained, air conditioned housing in the north-west corner of St Julian's School. The nearest road is the M4, with the station approximately 60 metres south of lane 1 protected by a barrier of trees. Further residential access roads surround the site. The surrounding area is urban residential. "
"UKA01035","GB1477A","","North Walney","Rural Background","","2023-03-01","","54.137417","-3.273967","472036.49","316864.69","9","UKEAP: National Ammonia Monitoring Network","",""
"UKA00269","GB0125R","GB0125R","North Wyke","Rural Background","South West","1996-08-30","","50.768556","-3.903725","98280.49","265850.23","176","UKEAP: National Ammonia Monitoring Network","",""
"UKA00632","GB1073A","","Northampton Spring Park","Urban Background","East Midlands","2017-04-01","","52.272257","-0.916605","264341.81","474021.63","88","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background monitoring station on grass verge at the entrance of Spring Park, Northampton. Surroundings are residential and parkland."
"UKA00549","GB0995A","","Norwich Lakenfields","Urban Background","Eastern","2009-09-01","","52.614823","1.302686","307016.33","623683.15","36","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located within a self D61contained, air conditioned housing approximately 400 metres to the north of the A146 and south of Norwich centre. The nearest road to the station is approximately 10 metres and is a minor road. The surrounding area is residential with some small industry. "
"UKA01092","GB1533A","","Nottingham Bilborough","Urban Background","Nottingham Urban Area","2025-01-22","","52.969102","-1.230107","341582.00","451803.00","86","Automatic Urban and Rural Monitoring Network (AURN)","","Large green area off Morden Close, Bilborough, north west Nottingham. Residential area."
"UKA01048","GB1490A","","Nottingham Kenmore Gardens","Urban Background","Nottingham Urban Area","2024-01-23","","52.959441","-1.138650","340577.10","457958.00","46","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","This is an urban background monitoring station in Kenmore Gardens, a park in the St Anns area of Nottingham, to the north east of the city centre. Surroundings are mostly residential."
